area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
super built-up  area,ready to move,somasundara palya,2 bhk,manceel,1186.0,2.0,1.0,76.0,2.0,6408.0944350758855
super built-up  area,18-aug,haralur road,1 bhk,snnia e,560.0,1.0,1.0,45.0,1.0,8035.714285714285
super built-up  area,ready to move,narayanapura,3 bhk,arioshe,2357.0,3.0,2.0,135.0,3.0,5727.619855748833
plot  area,ready to move,mahalakshmi layout,4 bedroom,no society,1200.0,3.0,1.0,160.0,4.0,13333.333333333334
super built-up  area,20-jan,yelahanka,3 bhk,aduil t,1823.0,3.0,2.0,103.0,3.0,5650.027427317608
built-up  area,ready to move,rajasree layout,3 bhk,itbhaa,1310.0,3.0,3.0,90.0,3.0,6870.229007633588
super built-up  area,ready to move,varthur,3 bhk,caestsr,1520.0,2.0,2.0,60.0,3.0,3947.3684210526317
super built-up  area,18-jul,bhoganhalli,3 bhk,rosha i,1610.0,3.0,1.0,74.03,3.0,4598.1366459627325
plot  area,18-aug,whitefield,3 bedroom,no society,1500.0,3.0,1.0,78.57,3.0,5237.999999999999
super built-up  area,ready to move,lb shastri nagar,3 bhk,mcrds s,1400.0,2.0,2.0,80.0,3.0,5714.285714285715
super built-up  area,ready to move,hrbr layout,3 bhk,no society,1625.0,3.0,2.0,120.0,3.0,7384.615384615385
plot  area,ready to move,chikkalasandra,5 bedroom,no society,1500.0,5.0,3.0,265.0,5.0,17666.666666666668
built-up  area,ready to move,hessarghatta,2 bhk,no society,900.0,2.0,1.0,24.0,2.0,2666.6666666666665
built-up  area,ready to move,talaghattapura,2 bhk,no society,1100.0,2.0,0.0,32.0,2.0,2909.090909090909
super built-up  area,ready to move,bannerghatta road,2 bhk,no society,1000.0,2.0,1.0,50.0,2.0,5000.0
super built-up  area,18-dec,old airport road,4 bhk,jaades,2774.0,4.0,3.0,197.0,4.0,7101.658255227109
super built-up  area,ready to move,yeshwanthpur,1 bhk,vaarai,994.0,2.0,0.0,54.67,1.0,5500.0
super built-up  area,ready to move,kaggadasapura,3 bhk,arncy r,1455.0,3.0,3.0,75.0,3.0,5154.639175257732
built-up  area,ready to move,lakshminarayana pura,2 bhk,rothava,1172.0,2.0,1.0,75.0,2.0,6399.317406143345
super built-up  area,ready to move,hennur,3 bhk,no society,1935.0,3.0,2.0,102.0,3.0,5271.3178294573645
super built-up  area,ready to move,rachenahalli,3 bhk,ameur g,1856.0,3.0,3.0,106.0,3.0,5711.206896551724
super built-up  area,ready to move,old airport road,3 bhk,no society,2392.0,3.0,2.0,249.0,3.0,10409.69899665552
super built-up  area,ready to move,uttarahalli,2 bhk,gaent r,900.0,2.0,2.0,35.0,2.0,3888.8888888888887
built-up  area,ready to move,raja rajeshwari nagar,3 bhk,chionco,1757.0,3.0,3.0,98.0,3.0,5577.689243027889
super built-up  area,ready to move,kudlu,2 bhk,no society,1027.0,2.0,2.0,44.0,2.0,4284.323271665044
super built-up  area,ready to move,whitefield,3 bhk,nillsre,1626.0,3.0,3.0,85.0,3.0,5227.552275522755
super built-up  area,ready to move,dr shivarama karantha nagar,2 bhk,no society,1200.0,2.0,1.0,54.0,2.0,4500.0
super built-up  area,19-dec,hoodi,3 bhk,caycend,1559.0,3.0,1.0,81.55,3.0,5230.917254650417
super built-up  area,ready to move,amruthahalli,2 bhk,no society,1190.0,2.0,2.0,50.0,2.0,4201.680672268908
super built-up  area,ready to move,kr puram,2 bhk,svlesas,1200.0,2.0,1.0,72.0,2.0,6000.0
super built-up  area,ready to move,harlur,2 bhk,prncyrn,1174.0,2.0,1.0,74.0,2.0,6303.236797274276
built-up  area,ready to move,kanakpura road,2 bhk,no society,1140.0,2.0,1.0,65.0,2.0,5701.754385964912
built-up  area,ready to move,vibuthipura,3 bhk,tantsod,1603.0,2.0,0.0,125.0,3.0,7797.878976918279
super built-up  area,ready to move,subramanyapura,3 bhk,prldsri,1278.0,3.0,2.0,70.0,3.0,5477.308294209703
super built-up  area,ready to move,krishna reddy layout,3 bhk,rahtshe,2180.0,3.0,2.0,285.0,3.0,13073.394495412844
super built-up  area,ready to move,banashankari stage iii,2 bhk,datrogo,1085.0,2.0,1.0,50.0,2.0,4608.294930875576
super built-up  area,19-jun,whitefield,2 bhk,pae 2ov,1195.0,2.0,1.0,61.36,2.0,5134.728033472803
plot  area,ready to move,kamakshipalya,1 bedroom,no society,450.0,1.0,0.0,30.0,1.0,6666.666666666667
super built-up  area,19-jan,rajaji nagar,4 bhk,no society,6500.0,5.0,2.0,1400.0,4.0,21538.46153846154
super built-up  area,ready to move,attibele,1 bhk,jae 1hu,550.0,1.0,1.0,11.5,1.0,2090.909090909091
super built-up  area,ready to move,kenchenahalli,2 bhk,ariospa,1165.0,2.0,2.0,45.0,2.0,3862.6609442060085
super built-up  area,ready to move,1st stage indira nagar,4 bhk,no society,3000.0,4.0,2.0,301.0,4.0,10033.333333333334
super built-up  area,ready to move,kanakpura road,3 bhk,jrrnauv,1452.0,3.0,3.0,60.0,3.0,4132.231404958678
super built-up  area,18-jan,sarjapur  road,1 bhk,sjityaz,702.0,1.0,1.0,52.0,1.0,7407.407407407408
super built-up  area,ready to move,banashankari,2 bhk,no society,1020.0,2.0,1.0,42.83,2.0,4199.019607843137
super built-up  area,18-may,devanahalli,2 bhk,derdsig,1340.0,2.0,1.0,65.0,2.0,4850.746268656716
super built-up  area,18-apr,marathahalli,2 bhk,no society,1125.0,2.0,1.0,54.8,2.0,4871.111111111111
super built-up  area,ready to move,jcr layout,2 bhk,arnamru,1160.0,2.0,1.0,40.53,2.0,3493.9655172413795
built-up  area,ready to move,vidyaranyapura,2 bhk,dsestil,1050.0,2.0,1.0,50.0,2.0,4761.9047619047615
super built-up  area,19-dec,jp nagar,3 bhk,shestut,1960.0,3.0,1.0,138.0,3.0,7040.816326530612
built-up  area,ready to move,ganga nagar,2 bhk,no society,1200.0,3.0,2.0,52.0,2.0,4333.333333333333
plot  area,ready to move,judicial layout,3 bedroom,no society,1200.0,4.0,1.0,220.0,3.0,18333.333333333332
super built-up  area,18-dec,old airport road,4 bhk,jaades,3496.0,4.0,2.0,262.0,4.0,7494.279176201373
super built-up  area,ready to move,electronic city,2 bhk,mavank,975.0,2.0,1.0,32.0,2.0,3282.051282051282
super built-up  area,ready to move,kudlu,3 bhk,mjinala,1700.0,3.0,3.0,125.0,3.0,7352.941176470588
built-up  area,ready to move,8th phase jp nagar,4 bedroom,no society,1800.0,4.0,0.0,230.0,4.0,12777.777777777777
built-up  area,ready to move,brooke bond first cross,2 bhk,viium e,1275.0,2.0,3.0,69.0,2.0,5411.764705882353
built-up  area,ready to move,yeshwanthpur,1 bhk,no society,650.0,1.0,0.0,40.0,1.0,6153.846153846154
super built-up  area,ready to move,kasavanhalli,2 bhk,hmonymp,1495.0,2.0,2.0,110.0,2.0,7357.859531772575
super built-up  area,ready to move,hebbal,2 bhk,srntsha,1200.0,2.0,2.0,48.0,2.0,4000.0
plot  area,ready to move,sarjapura - attibele road,5 bedroom,no society,3750.0,6.0,2.0,295.0,5.0,7866.666666666667
super built-up  area,19-mar,hennur road,3 bhk,puachal,1679.0,3.0,2.0,94.86,3.0,5649.791542584872
super built-up  area,ready to move,kaval byrasandra,3 bhk,no society,1450.0,3.0,2.0,75.0,3.0,5172.413793103448
super built-up  area,18-nov,balagere,2 bhk,soresea,1210.0,2.0,1.0,82.0,2.0,6776.859504132231
super built-up  area,18-may,dwaraka nagar,3 bhk,no society,1300.0,2.0,1.0,51.0,3.0,3923.076923076923
super built-up  area,ready to move,judicial layout,2 bhk,no society,1165.0,2.0,1.0,49.61,2.0,4258.369098712446
super built-up  area,ready to move,keshava nagar,3 bhk,etens g,1623.0,3.0,3.0,155.0,3.0,9550.215650030807
super built-up  area,ready to move,channasandra,2 bhk,unm 2el,1115.0,2.0,1.0,35.8,2.0,3210.7623318385645
super built-up  area,ready to move,btm layout,1 bhk,no society,450.0,1.0,1.0,20.0,1.0,4444.444444444444
super built-up  area,18-apr,electronics city phase 1,2 bhk,shitt s,1170.0,2.0,1.0,62.0,2.0,5299.145299145299
built-up  area,ready to move,kr puram,4 bedroom,caxusnd,2065.0,4.0,0.0,248.0,4.0,12009.685230024214
built-up  area,ready to move,marathahalli,3 bhk,no society,1700.0,3.0,2.0,126.0,3.0,7411.764705882353
super built-up  area,ready to move,malleshpalya,2 bhk,soncyre,1245.0,2.0,1.0,55.0,2.0,4417.6706827309235
built-up  area,19-dec,kanakapura,2 bhk,goityet,1017.0,2.0,1.0,66.0,2.0,6489.675516224189
super built-up  area,18-mar,sarjapur  road,2 bhk,sjityaz,1242.0,2.0,1.0,75.0,2.0,6038.647342995169
super built-up  area,18-mar,yelahanka,3 bhk,miitat,1792.0,3.0,1.0,104.0,3.0,5803.571428571428
super built-up  area,18-aug,garebhavipalya,3 bhk,no society,1275.0,3.0,2.0,55.0,3.0,4313.725490196079
plot  area,ready to move,7th block jayanagar,3 bedroom,no society,2400.0,3.0,0.0,408.0,3.0,17000.0
super built-up  area,ready to move,electronic city,1 bhk,sidin j,605.0,1.0,1.0,22.0,1.0,3636.3636363636365
plot  area,ready to move,hbr layout,4 bedroom,no society,1200.0,4.0,2.0,115.0,4.0,9583.333333333334
super built-up  area,18-dec,electronics city phase 1,3 bhk,shitt s,1450.0,3.0,2.0,79.0,3.0,5448.275862068966
plot  area,ready to move,bommenahalli,3 bedroom,prana s,1232.0,3.0,1.0,96.0,3.0,7792.207792207792
plot  area,ready to move,laggere,5 bedroom,no society,1800.0,5.0,0.0,70.0,5.0,3888.8888888888887
built-up  area,ready to move,sidedahalli,1 bedroom,no society,900.0,1.0,1.0,52.3,1.0,5811.111111111111
super built-up  area,ready to move,kaggadasapura,2 bhk,no society,1200.0,2.0,2.0,40.0,2.0,3333.3333333333335
super built-up  area,ready to move,kadugodi,4 bhk,no society,2100.0,3.0,2.0,204.0,4.0,9714.285714285714
super built-up  area,18-aug,uttarahalli,2 bhk,dsera s,1065.0,2.0,1.0,42.6,2.0,4000.0
super built-up  area,ready to move,ags layout,2 bhk,no society,1075.0,2.0,1.0,48.38,2.0,4500.46511627907
super built-up  area,ready to move,lake city,2 bhk,prdenth,780.0,2.0,1.0,31.0,2.0,3974.358974358974
super built-up  area,ready to move,7th phase jp nagar,2 bhk,srncyre,1070.0,2.0,1.0,42.79,2.0,3999.0654205607475
super built-up  area,ready to move,haralur road,3 bhk,nrowse,1464.0,3.0,2.0,56.0,3.0,3825.136612021858
super built-up  area,18-oct,ramagondanahalli,3 bhk,dneremo,1910.0,3.0,2.0,150.0,3.0,7853.4031413612565
built-up  area,ready to move,cox town,2 bhk,no society,1280.0,2.0,1.0,120.0,2.0,9375.0
super built-up  area,ready to move,raja rajeshwari nagar,3 bhk,grrvagr,1530.0,3.0,2.0,64.0,3.0,4183.006535947712
built-up  area,ready to move,bhoganhalli,4 bhk,pride s,2439.0,5.0,2.0,170.0,4.0,6970.069700697007
super built-up  area,ready to move,varsova layout,2 bhk,inhtshe,1088.0,2.0,2.0,43.5,2.0,3998.1617647058824
super built-up  area,ready to move,harlur,2 bhk,prncyrn,1174.0,2.0,1.0,78.0,2.0,6643.9522998296425
super built-up  area,18-dec,raja rajeshwari nagar,3 bhk,prllsan,1587.0,3.0,1.0,73.8,3.0,4650.283553875236
built-up  area,ready to move,kaggadasapura,2 bhk,no society,1045.0,2.0,2.0,55.0,2.0,5263.1578947368425
super built-up  area,ready to move,yelahanka,2 bhk,prensya,1304.0,2.0,1.0,69.97,2.0,5365.79754601227
super built-up  area,ready to move,whitefield,2 bhk,dse 2ie,1100.0,2.0,2.0,65.0,2.0,5909.090909090909
super built-up  area,18-may,hennur road,3 bhk,puachal,1482.0,2.0,1.0,68.9,3.0,4649.122807017545
built-up  area,18-mar,devanahalli,3 bedroom,no society,2125.0,3.0,1.0,107.0,3.0,5035.294117647059
super built-up  area,ready to move,parappana agrahara,2 bhk,no society,1194.0,2.0,2.0,45.0,2.0,3768.8442211055276
super built-up  area,ready to move,kengeri,2 bhk,sravema,1200.0,2.0,3.0,42.0,2.0,3500.0
super built-up  area,ready to move,volagerekallahalli,2 bhk,psteras,1070.0,2.0,2.0,32.99,2.0,3083.177570093458
super built-up  area,ready to move,whitefield,2 bhk,bhentne,1100.0,2.0,1.0,46.5,2.0,4227.272727272727
built-up  area,ready to move,whitefield,3 bhk,hoensti,1270.0,2.0,2.0,65.0,3.0,5118.110236220473
super built-up  area,ready to move,marasandra,2 bhk,no society,1000.0,2.0,1.0,31.0,2.0,3100.0
super built-up  area,ready to move,vittasandra,2 bhk,prlla c,1246.0,2.0,1.0,69.0,2.0,5537.720706260032
super built-up  area,ready to move,raja rajeshwari nagar,3 bhk,grrvagr,1529.0,3.0,3.0,51.77,3.0,3385.8731196860695
super built-up  area,ready to move,thanisandra,2 bhk,menueno,1185.0,2.0,2.0,42.0,2.0,3544.3037974683543
super built-up  area,ready to move,gubbalala,2 bhk,no society,1060.0,2.0,1.0,46.0,2.0,4339.622641509434
super built-up  area,ready to move,ananth nagar,3 bhk,patri m,1319.0,3.0,1.0,37.75,3.0,2862.016679302502
super built-up  area,ready to move,kaikondrahalli,2 bhk,srsica,991.0,2.0,0.0,64.0,2.0,6458.123107971745
super built-up  area,ready to move,thanisandra,1 bhk,pronyt,662.0,1.0,0.0,38.0,1.0,5740.181268882176
built-up  area,ready to move,nandini layout,2 bedroom,no society,1200.0,2.0,1.0,110.0,2.0,9166.666666666666
plot  area,18-apr,tc.palya,3 bedroom,no society,1400.0,2.0,1.0,78.0,3.0,5571.428571428572
super built-up  area,ready to move,talaghattapura,3 bhk,no society,1575.0,3.0,2.0,80.0,3.0,5079.3650793650795
plot  area,ready to move,hosakerehalli,2 bedroom,no society,600.0,2.0,0.0,65.0,2.0,10833.333333333334
super built-up  area,ready to move,ananth nagar,3 bhk,patri m,1319.0,3.0,1.0,42.0,3.0,3184.230477634572
plot  area,ready to move,brookefield,3 bedroom,sotus l,2000.0,3.0,2.0,300.0,3.0,15000.0
super built-up  area,ready to move,electronics city phase 1,2 bhk,no society,940.0,2.0,1.0,48.0,2.0,5106.382978723404
built-up  area,ready to move,singasandra,1 bedroom,no society,600.0,1.0,0.0,45.0,1.0,7500.0
super built-up  area,18-sep,chandapura,2 bhk,suncees,985.0,2.0,1.0,25.12,2.0,2550.253807106599
super built-up  area,ready to move,bharathi nagar,2 bhk,reudepr,1349.0,2.0,2.0,56.7,2.0,4203.113417346182
built-up  area,18-jun,whitefield,3 bedroom,no society,3117.0,3.0,2.0,261.0,3.0,8373.435996150145
super built-up  area,ready to move,hsr layout,3 bhk,srisepo,1844.0,3.0,3.0,95.0,3.0,5151.843817787419
super built-up  area,ready to move,thigalarapalya,3 bhk,prtanha,1830.0,4.0,2.0,150.0,3.0,8196.72131147541
super built-up  area,ready to move,sarjapur  road,3 bhk,adeatlm,2275.0,4.0,2.0,185.0,3.0,8131.868131868132
super built-up  area,18-jul,bannerghatta,4 bhk,mamespa,2895.5,2.0,2.0,246.0,4.0,8495.941978932828
super built-up  area,18-aug,varthur road,2 bhk,no society,1140.0,2.0,2.0,49.11,2.0,4307.894736842105
plot  area,ready to move,banjara layout,3 bedroom,no society,900.0,3.0,1.0,79.0,3.0,8777.777777777777
super built-up  area,ready to move,jaya mahal layout,3 bhk,nehalri,2648.0,3.0,3.0,238.0,3.0,8987.915407854985
plot  area,ready to move,judicial layout,5 bedroom,no society,5400.0,4.0,2.0,700.0,5.0,12962.962962962964
super built-up  area,ready to move,banashankari,3 bhk,no society,1372.0,2.0,2.0,48.02,3.0,3500.0
built-up  area,ready to move,sanne amanikere,3 bhk,hoxiaa,1455.0,2.0,1.0,45.0,3.0,3092.783505154639
super built-up  area,ready to move,hebbal,2 bhk,no society,1100.0,2.0,2.0,38.0,2.0,3454.5454545454545
super built-up  area,ready to move,raja rajeshwari nagar,2 bhk,grrvagr,1295.0,2.0,1.0,55.47,2.0,4283.397683397683
super built-up  area,22-jan,vajarahalli,3 bhk,no society,1475.0,3.0,1.0,80.0,3.0,5423.728813559322
super built-up  area,18-apr,nagavarapalya,3 bhk,puonsse,1788.0,3.0,1.0,164.0,3.0,9172.259507829978
super built-up  area,ready to move,haralur road,2 bhk,rinceeg,1243.0,2.0,1.0,46.0,2.0,3700.7240547063557
super built-up  area,ready to move,yeshwanthpur,3 bhk,goandn,1855.0,3.0,3.0,140.0,3.0,7547.169811320755
super built-up  area,18-aug,kudlu gate,3 bhk,sanzaat,1850.0,3.0,2.0,120.0,3.0,6486.486486486487
super built-up  area,ready to move,marathahalli,3 bhk,cilip j,1315.0,2.0,2.0,60.0,3.0,4562.737642585551
super built-up  area,18-may,whitefield,2 bhk,prtates,1216.0,2.0,1.0,73.0,2.0,6003.289473684211
super built-up  area,ready to move,brooke bond first cross,3 bhk,soosea,1721.0,3.0,2.0,93.0,3.0,5403.834979662986
super built-up  area,17-nov,sonnenahalli,2 bhk,skacak,1059.0,2.0,1.0,62.0,2.0,5854.579792256846
built-up  area,ready to move,kadubeesanahalli,2 bhk,skesta,1184.0,2.0,1.0,55.0,2.0,4645.27027027027
super built-up  area,ready to move,koramangala,3 bhk,proodt,2223.0,3.0,2.0,300.0,3.0,13495.27665317139
built-up  area,ready to move,kodbisanhalli,3 bhk,ksideas,1480.0,3.0,2.0,75.0,3.0,5067.5675675675675
super built-up  area,ready to move,kodigehalli,2 bhk,raellil,635.0,1.0,1.0,28.0,2.0,4409.4488188976375
plot  area,ready to move,beml layout,2 bedroom,no society,2400.0,2.0,1.0,228.0,2.0,9500.0
built-up  area,ready to move,jp nagar,4 bedroom,no society,1500.0,2.0,0.0,87.0,4.0,5800.0
super built-up  area,18-may,hosa road,2 bhk,sstusan,1143.0,2.0,1.0,34.2,2.0,2992.125984251969
plot  area,ready to move,sarjapur  road,4 bedroom,no society,3200.0,4.0,1.0,350.0,4.0,10937.5
plot  area,20-jul,kanakpura road,4 bedroom,no society,3170.0,4.0,3.0,250.0,4.0,7886.435331230284
built-up  area,ready to move,vaishnavi layout,4 bedroom,prsisge,4800.0,4.0,3.0,420.0,4.0,8750.0
super built-up  area,ready to move,kothannur,3 bhk,no society,1485.0,2.0,2.0,59.4,3.0,4000.0
super built-up  area,ready to move,rajaji nagar,3 bhk,brway g,1640.0,3.0,2.0,251.0,3.0,15304.878048780487
super built-up  area,ready to move,hennur,3 bhk,no society,1655.0,2.0,1.0,70.5,3.0,4259.818731117824
super built-up  area,22-jun,2nd phase judicial layout,2 bhk,no society,900.0,2.0,2.0,41.0,2.0,4555.555555555556
super built-up  area,ready to move,somasundara palya,3 bhk,no society,1600.0,3.0,3.0,69.0,3.0,4312.5
built-up  area,ready to move,neelamangala,2 bhk,no society,1163.0,2.0,2.0,68.0,2.0,5846.947549441101
super built-up  area,ready to move,hennur road,3 bhk,chionco,1654.0,3.0,2.0,97.8,3.0,5912.938331318017
super built-up  area,18-apr,pragathi nagar,1 bhk,asarkia,801.0,1.0,0.0,33.645,1.0,4200.374531835207
super built-up  area,18-jan,bellandur,3 bhk,nicodca,1685.0,3.0,3.0,101.0,3.0,5994.06528189911
built-up  area,ready to move,banashankari,3 bhk,sksia a,1540.0,3.0,3.0,80.0,3.0,5194.805194805195
super built-up  area,18-jan,thanisandra,2 bhk,bhmesy,1265.0,2.0,1.0,72.0,2.0,5691.699604743083
super built-up  area,ready to move,kasavanhalli,3 bhk,no society,1200.0,2.0,3.0,38.4,3.0,3200.0
built-up  area,ready to move,amblipura,3 bhk,suodsac,1300.0,2.0,1.0,80.0,3.0,6153.846153846154
super built-up  area,ready to move,sultan palaya,2 bhk,vaaldak,1009.0,2.0,1.0,65.0,2.0,6442.021803766105
super built-up  area,ready to move,ramamurthy nagar extension,3 bhk,no society,1540.0,3.0,2.0,65.0,3.0,4220.779220779221
built-up  area,ready to move,bellandur,3 bhk,no society,1735.0,3.0,3.0,105.0,3.0,6051.873198847262
plot  area,ready to move,hsr layout,4 bedroom,no society,2500.0,4.0,3.0,300.0,4.0,12000.0
super built-up  area,ready to move,hosakerehalli,3 bhk,taonte,2480.0,4.0,1.0,265.0,3.0,10685.483870967742
built-up  area,ready to move,electronic city,2 bhk,vhistal,1142.0,2.0,0.0,35.0,2.0,3064.7985989492117
super built-up  area,18-may,doctors layout,3 bhk,no society,1215.0,2.0,2.0,46.8,3.0,3851.8518518518517
super built-up  area,ready to move,electronic city,2 bhk,gmown e,1070.0,2.0,1.0,48.0,2.0,4485.981308411215
super built-up  area,18-may,electronic city phase ii,2 bhk,sryalan,1125.0,2.0,1.0,32.49,2.0,2888.0
built-up  area,18-jul,bommasandra industrial area,2 bhk,no society,1125.0,2.0,1.0,32.49,2.0,2888.0
super built-up  area,ready to move,kasavanhalli,2 bhk,doissa,1575.0,2.0,3.0,85.0,2.0,5396.825396825397
super built-up  area,18-dec,hosa road,2 bhk,sjerse,1360.0,2.0,1.0,77.61,2.0,5706.617647058823
super built-up  area,ready to move,haralur road,3 bhk,no society,1710.0,3.0,2.0,85.0,3.0,4970.7602339181285
super built-up  area,18-may,electronic city phase ii,2 bhk,sryalan,1200.0,2.0,1.0,34.65,2.0,2887.5
super built-up  area,ready to move,bannerghatta road,4 bhk,snity s,2185.0,3.0,3.0,120.0,4.0,5491.990846681922
built-up  area,ready to move,bagalur,4 bhk,krton s,2400.0,4.0,3.0,135.0,4.0,5625.0
super built-up  area,ready to move,banashankari,2 bhk,no society,1195.0,2.0,1.0,35.84,2.0,2999.1631799163183
super built-up  area,ready to move,vittasandra,2 bhk,prlla c,1246.0,2.0,1.0,67.0,2.0,5377.2070626003215
super built-up  area,ready to move,bannerghatta road,2 bhk,gundaa,1012.0,2.0,1.0,45.0,2.0,4446.640316205534
super built-up  area,ready to move,ganga nagar,2 bhk,no society,998.0,2.0,2.0,65.0,2.0,6513.026052104208
plot  area,ready to move,doddaballapur,3 bedroom,no society,2400.0,3.0,1.0,250.0,3.0,10416.666666666666
super built-up  area,ready to move,7th phase jp nagar,2 bhk,brnia g,1130.0,2.0,2.0,85.0,2.0,7522.123893805309
super built-up  area,ready to move,koramangala,3 bhk,proodt,1744.0,4.0,1.0,210.0,3.0,12041.284403669724
super built-up  area,18-jul,rajaji nagar,4 bhk,prodswe,2733.0,5.0,2.0,259.0,4.0,9476.765459202341
super built-up  area,ready to move,karuna nagar,3 bhk,ajnue a,1354.0,2.0,1.0,98.0,3.0,7237.81388478582
plot  area,ready to move,maruthi nagar,10 bedroom,no society,3300.0,9.0,2.0,450.0,10.0,13636.363636363636
super built-up  area,ready to move,brookefield,2 bhk,stlomg,1389.0,2.0,2.0,94.0,2.0,6767.458603311735
plot  area,ready to move,sarjapur,4 bedroom,puodsm,2970.0,3.0,3.0,130.0,4.0,4377.104377104377
super built-up  area,ready to move,cooke town,3 bhk,sagalhi,2560.0,4.0,2.0,310.0,3.0,12109.375
